序号,分层,易投指数0-5,期刊全称,ISO缩写,ISSN,eISSN,2025 JIF,5年JIF,最佳JIF分区,JIF排名(主表),最佳JCI分区,主表JCI分区,JCI,最高JIF百分位,年发文量,总被引,医学相关学科,学科及分区明细,出版商,出版商分组,是否SCIE,Web of Science版本,常见OA模式,版面费参考(须官网核实),OA付费可能性,版面费查询入口,AIM作者须知检索
11,2-Q1且IF小于10,5,Frontiers in Pharmacology,FRONT PHARMACOL,,1663-9812,5.4,5.8,Q1,60/356,Q1,Q1,1.07,83.3,2660.0,133302.0,PHARMACOLOGY & PHARMACY,PHARMACOLOGY & PHARMACY(JIF Q1/JCI Q1),FRONTIERS MEDIA SA,Frontiers,是,SCIE,全OA,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）",高,https://www.frontiersin.org/about/fee-policy,https://www.google.com/search?q=Frontiers+in+Pharmacology+aims+scope+instructions+for+authors+APC
12,2-Q1且IF小于10,5,Diagnostics,DIAGNOSTICS,,2075-4418,3.8,3.6,Q1,61/336,Q1,Q1,0.89,82.0,2598.0,50959.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q1/JCI Q1)",MDPI,MDPI,是,SCIE,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Diagnostics+aims+scope+instructions+for+authors+APC
13,2-Q1且IF小于10,5,Frontiers in Microbiology,FRONT MICROBIOL,,1664-302X,5.8,5.9,Q1,33/167,Q2,Q2,1.04,80.5,2563.0,199597.0,MICROBIOLOGY,MICROBIOLOGY(JIF Q1/JCI Q2),FRONTIERS MEDIA SA,Frontiers,是,SCIE,全OA,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）",高,https://www.frontiersin.org/about/fee-policy,https://www.google.com/search?q=Frontiers+in+Microbiology+aims+scope+instructions+for+authors+APC
14,2-Q1且IF小于10,5,iScience,ISCIENCE,,2589-0042,4.5,5.0,Q1,24/140,Q1,Q1,0.92,83.2,2407.0,57379.0,MULTIDISCIPLINARY SCIENCES,MULTIDISCIPLINARY SCIENCES(JIF Q1/JCI Q1),CELL PRESS,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=iScience+aims+scope+instructions+for+authors+APC
15,2-Q1且IF小于10,5,ENVIRONMENTAL RESEARCH,ENVIRON RES,0013-9351,1096-0953,8.2,8.0,Q1,20/443,Q1,Q1,1.96,95.6,2274.0,110166.0,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q1/JCI Q1)",ACADEMIC PRESS INC ELSEVIER SCIENCE,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=ENVIRONMENTAL+RESEARCH+aims+scope+instructions+for+authors+APC
16,2-Q1且IF小于10,5,Scientific Data,SCI DATA,,2052-4463,7.2,9.3,Q1,17/140,Q1,Q1,1.62,88.2,2122.0,55822.0,MULTIDISCIPLINARY SCIENCES,MULTIDISCIPLINARY SCIENCES(JIF Q1/JCI Q1),NATURE PORTFOLIO,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Scientific+Data+aims+scope+instructions+for+authors+APC
17,2-Q1且IF小于10,5,Frontiers in Nutrition,FRONT NUTR,2296-861X,2296-861X,5.5,6.1,Q1,23/114,Q1,Q1,0.95,80.3,2107.0,56304.0,NUTRITION & DIETETICS,NUTRITION & DIETETICS(JIF Q1/JCI Q1),FRONTIERS MEDIA SA,Frontiers,是,SCIE,全OA,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）",高,https://www.frontiersin.org/about/fee-policy,https://www.google.com/search?q=Frontiers+in+Nutrition+aims+scope+instructions+for+authors+APC
18,2-Q1且IF小于10,5,BMC Oral Health,BMC ORAL HEALTH,1472-6831,1472-6831,3.8,4.0,Q1,27/165,Q1,Q1,1.44,83.9,2041.0,23829.0,"DENTISTRY, ORAL SURGERY & MEDICINE","DENTISTRY, ORAL SURGERY & MEDICINE(JIF Q1/JCI Q1)",BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=BMC+Oral+Health+aims+scope+instructions+for+authors+APC
19,2-Q1且IF小于10,5,Frontiers in Endocrinology,FRONT ENDOCRINOL,1664-2392,1664-2392,5.7,6.0,Q1,35/198,Q1,Q1,0.97,82.6,1936.0,86545.0,ENDOCRINOLOGY & METABOLISM,ENDOCRINOLOGY & METABOLISM(JIF Q1/JCI Q1),FRONTIERS MEDIA SA,Frontiers,是,SCIE,全OA,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）",高,https://www.frontiersin.org/about/fee-policy,https://www.google.com/search?q=Frontiers+in+Endocrinology+aims+scope+instructions+for+authors+APC
20,2-Q1且IF小于10,5,Communications Biology,COMMUN BIOL,,2399-3642,5.8,6.3,Q1,9/106,Q1,Q1,1.66,92.0,1886.0,46196.0,BIOLOGY,BIOLOGY(JIF Q1/JCI Q1),NATURE PORTFOLIO,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Communications+Biology+aims+scope+instructions+for+authors+APC
21,2-Q1且IF小于10,5,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,ECOTOX ENVIRON SAFE,0147-6513,1090-2414,6.6,6.8,Q1,9/106,Q1,Q1,1.37,92.0,1827.0,80594.0,TOXICOLOGY,TOXICOLOGY(JIF Q1/JCI Q1),ACADEMIC PRESS INC ELSEVIER SCIENCE,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=ECOTOXICOLOGY+AND+ENVIRONMENTAL+SAFETY+aims+scope+instructions+for+authors+APC
22,2-Q1且IF小于10,5,JOURNAL OF AFFECTIVE DISORDERS,J AFFECT DISORDERS,0165-0327,1573-2517,5.7,6.3,Q1,31/296,Q1,Q1,1.51,89.7,1802.0,85558.0,CLINICAL NEUROLOGY; PSYCHIATRY,CLINICAL NEUROLOGY(JIF Q1/JCI Q1) | PSYCHIATRY(JIF Q1/JCI Q1),ELSEVIER,Elsevier,是,"SCIE; SCIE, SSCI",混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=JOURNAL+OF+AFFECTIVE+DISORDERS+aims+scope+instructions+for+authors+APC
23,2-Q1且IF小于10,5,Medicina-Lithuania,MEDICINA-LITHUANIA,1010-660X,1648-9144,2.9,3.0,Q1,75/336,Q1,Q1,0.75,77.8,1740.0,30609.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q1/JCI Q1)",MDPI,MDPI,是,SCIE,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Medicina-Lithuania+aims+scope+instructions+for+authors+APC
24,2-Q1且IF小于10,5,International Immunopharmacology,INT IMMUNOPHARMACOL,1567-5769,1878-1705,5.6,5.7,Q1,55/356,Q1,Q1,1.28,84.7,1707.0,56435.0,IMMUNOLOGY; PHARMACOLOGY & PHARMACY,IMMUNOLOGY(JIF Q1/JCI Q1) | PHARMACOLOGY & PHARMACY(JIF Q1/JCI Q1),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=International+Immunopharmacology+aims+scope+instructions+for+authors+APC
25,2-Q1且IF小于10,5,BMC NURSING,BMC NURS,1472-6955,1472-6955,5.2,5.6,Q1,5/194,Q1,Q1,2.18,97.7,1588.0,15582.0,NURSING,NURSING(JIF Q1/JCI Q1),BMC,BMC,是,"SCIE, SSCI",全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=BMC+NURSING+aims+scope+instructions+for+authors+APC
26,2-Q1且IF小于10,5,Biology-Basel,BIOLOGY-BASEL,,2079-7737,4.3,4.6,Q1,19/106,Q1,Q1,0.89,82.5,1532.0,32407.0,BIOLOGY,BIOLOGY(JIF Q1/JCI Q1),MDPI,MDPI,是,SCIE,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Biology-Basel+aims+scope+instructions+for+authors+APC
27,2-Q1且IF小于10,5,Life-Basel,LIFE-BASEL,,2075-1729,3.9,3.9,Q1,22/106,Q2,Q2,0.73,79.7,1441.0,33596.0,BIOLOGY,BIOLOGY(JIF Q1/JCI Q2),MDPI,MDPI,是,SCIE,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Life-Basel+aims+scope+instructions+for+authors+APC
28,2-Q1且IF小于10,5,BMC Pregnancy and Childbirth,BMC PREGNANCY CHILDB,,1471-2393,3.1,3.6,Q1,33/143,Q1,Q1,1.18,77.3,1408.0,28186.0,OBSTETRICS & GYNECOLOGY,OBSTETRICS & GYNECOLOGY(JIF Q1/JCI Q1),BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=BMC+Pregnancy+and+Childbirth+aims+scope+instructions+for+authors+APC
29,2-Q1且IF小于10,5,Children-Basel,CHILDREN-BASEL,,2227-9067,2.6,2.7,Q1,39/190,Q1,Q1,1.04,79.7,1359.0,20960.0,PEDIATRICS,PEDIATRICS(JIF Q1/JCI Q1),MDPI,MDPI,是,SCIE,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Children-Basel+aims+scope+instructions+for+authors+APC
30,2-Q1且IF小于10,5,Pharmaceuticals,PHARMACEUTICALS-BASE,,1424-8247,5.7,5.5,Q1,52/356,Q1,Q1,1.05,85.5,1349.0,44567.0,"CHEMISTRY, MEDICINAL; PHARMACOLOGY & PHARMACY","CHEMISTRY, MEDICINAL(JIF Q1/JCI Q1) | PHARMACOLOGY & PHARMACY(JIF Q1/JCI Q1)",MDPI,MDPI,是,SCIE,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Pharmaceuticals+aims+scope+instructions+for+authors+APC
31,2-Q1且IF小于10,5,BMC Psychiatry,BMC PSYCHIATRY,,1471-244X,4.6,5.1,Q1,52/293,Q1,Q1,1.22,82.4,1162.0,35871.0,PSYCHIATRY,PSYCHIATRY(JIF Q1/JCI Q1),BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=BMC+Psychiatry+aims+scope+instructions+for+authors+APC
32,2-Q1且IF小于10,5,Journal of Translational Medicine,J TRANSL MED,,1479-5876,9.7,8.8,Q1,20/191,Q1,Q1,1.8,89.8,1158.0,45171.0,"MEDICINE, RESEARCH & EXPERIMENTAL","MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q1/JCI Q1)",BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=Journal+of+Translational+Medicine+aims+scope+instructions+for+authors+APC
33,2-Q1且IF小于10,5,Pharmaceutics,PHARMACEUTICS,,1999-4923,6.9,6.7,Q1,34/356,Q1,Q1,1.26,90.6,1146.0,82501.0,PHARMACOLOGY & PHARMACY,PHARMACOLOGY & PHARMACY(JIF Q1/JCI Q1),MDPI,MDPI,是,SCIE,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Pharmaceutics+aims+scope+instructions+for+authors+APC
34,2-Q1且IF小于10,5,Frontiers in Cellular and Infection Microbiology,FRONT CELL INFECT MI,2235-2988,2235-2988,5.5,6.1,Q1,36/167,Q2,Q2,0.94,78.7,1146.0,52581.0,IMMUNOLOGY; MICROBIOLOGY,IMMUNOLOGY(JIF Q1/JCI Q2) | MICROBIOLOGY(JIF Q1/JCI Q2),FRONTIERS MEDIA SA,Frontiers,是,SCIE,全OA,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）",高,https://www.frontiersin.org/about/fee-policy,https://www.google.com/search?q=Frontiers+in+Cellular+and+Infection+Microbiology+aims+scope+instructions+for+authors+APC
35,2-Q1且IF小于10,5,Antioxidants,ANTIOXIDANTS-BASEL,,2076-3921,8.2,8.5,Q1,5/72,Q1,Q1,1.22,93.8,1139.0,91446.0,"BIOCHEMISTRY & MOLECULAR BIOLOGY; CHEMISTRY, MEDICINAL","BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q1/JCI Q1) | CHEMISTRY, MEDICINAL(JIF Q1/JCI Q1)",MDPI,MDPI,是,SCIE,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Antioxidants+aims+scope+instructions+for+authors+APC
36,2-Q1且IF小于10,5,Biomolecules,BIOMOLECULES,,2218-273X,5.6,6.2,Q1,72/328,Q2,Q2,0.71,78.2,1087.0,65970.0,BIOCHEMISTRY & MOLECULAR BIOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q1/JCI Q2),MDPI,MDPI,是,SCIE,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Biomolecules+aims+scope+instructions+for+authors+APC
37,2-Q1且IF小于10,5,Antibiotics-Basel,ANTIBIOTICS-BASEL,2079-6382,2079-6382,5.5,5.7,Q1,18/141,Q1,Q1,1.16,87.6,1045.0,45630.0,INFECTIOUS DISEASES; PHARMACOLOGY & PHARMACY,INFECTIOUS DISEASES(JIF Q1/JCI Q1) | PHARMACOLOGY & PHARMACY(JIF Q1/JCI Q1),MDPI,MDPI,是,SCIE,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Antibiotics-Basel+aims+scope+instructions+for+authors+APC
38,2-Q1且IF小于10,5,Journal of Orthopaedic Surgery and Research,J ORTHOP SURG RES,1749-799X,1749-799X,3.8,3.8,Q1,21/147,Q1,Q1,1.39,86.1,947.0,19190.0,ORTHOPEDICS,ORTHOPEDICS(JIF Q1/JCI Q1),BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=Journal+of+Orthopaedic+Surgery+and+Research+aims+scope+instructions+for+authors+APC
39,2-Q1且IF小于10,5,Toxics,TOXICS,,2305-6304,4.9,5.3,Q1,21/106,Q2,Q2,0.87,80.7,935.0,19196.0,TOXICOLOGY,TOXICOLOGY(JIF Q1/JCI Q2),MDPI,MDPI,是,SCIE,全OA,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）",高,https://www.mdpi.com/about/apc,https://www.google.com/search?q=Toxics+aims+scope+instructions+for+authors+APC
40,2-Q1且IF小于10,5,BMC MICROBIOLOGY,BMC MICROBIOL,1471-2180,1471-2180,5.4,5.6,Q1,37/167,Q1,Q1,1.22,78.1,888.0,23342.0,MICROBIOLOGY,MICROBIOLOGY(JIF Q1/JCI Q1),BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=BMC+MICROBIOLOGY+aims+scope+instructions+for+authors+APC
41,2-Q1且IF小于10,5,PLoS Computational Biology,PLOS COMPUT BIOL,1553-734X,1553-7358,3.7,4.4,Q1,12/67,Q1,Q1,0.96,82.8,848.0,47721.0,MATHEMATICAL & COMPUTATIONAL BIOLOGY,MATHEMATICAL & COMPUTATIONAL BIOLOGY(JIF Q1/JCI Q1),PUBLIC LIBRARY SCIENCE,PLOS,是,SCIE,全OA,专科刊费用因刊而异或走CAP；PLoS One已拉黑,高,https://plos.org/publish/fees/,https://www.google.com/search?q=PLoS+Computational+Biology+aims+scope+instructions+for+authors+APC
42,2-Q1且IF小于10,5,Frontiers in Bioengineering and Biotechnology,FRONT BIOENG BIOTECH,2296-4185,2296-4185,5.8,6.2,Q1,35/180,Q2,Q2,0.82,80.8,842.0,56245.0,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY; ENGINEERING, BIOMEDICAL","BIOTECHNOLOGY & APPLIED MICROBIOLOGY(JIF Q1/JCI Q2) | ENGINEERING, BIOMEDICAL(JIF Q1/JCI Q2)",FRONTIERS MEDIA SA,Frontiers,是,SCIE,全OA,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）",高,https://www.frontiersin.org/about/fee-policy,https://www.google.com/search?q=Frontiers+in+Bioengineering+and+Biotechnology+aims+scope+instructions+for+authors+APC
43,2-Q1且IF小于10,5,PLoS Neglected Tropical Diseases,PLOS NEGLECT TROP D,1935-2735,1935-2735,3.6,4.0,Q1,7/47,Q1,Q1,1.14,86.2,819.0,41211.0,PARASITOLOGY; TROPICAL MEDICINE,PARASITOLOGY(JIF Q1/JCI Q1) | TROPICAL MEDICINE(JIF Q1/JCI Q1),PUBLIC LIBRARY SCIENCE,PLOS,是,SCIE,全OA,专科刊费用因刊而异或走CAP；PLoS One已拉黑,高,https://plos.org/publish/fees/,https://www.google.com/search?q=PLoS+Neglected+Tropical+Diseases+aims+scope+instructions+for+authors+APC
44,2-Q1且IF小于10,5,BMC Medicine,BMC MED,1741-7015,1741-7015,8.7,9.1,Q1,21/336,Q1,Q1,2.24,93.9,712.0,38473.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q1/JCI Q1)",BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=BMC+Medicine+aims+scope+instructions+for+authors+APC
45,2-Q1且IF小于10,5,PLoS Pathogens,PLOS PATHOG,1553-7366,1553-7374,4.9,5.5,Q1,4/47,Q1,Q1,1.39,92.6,669.0,55412.0,MICROBIOLOGY; PARASITOLOGY; VIROLOGY,MICROBIOLOGY(JIF Q2/JCI Q1) | PARASITOLOGY(JIF Q1/JCI Q1) | VIROLOGY(JIF Q1/JCI Q1),PUBLIC LIBRARY SCIENCE,PLOS,是,SCIE,全OA,专科刊费用因刊而异或走CAP；PLoS One已拉黑,高,https://plos.org/publish/fees/,https://www.google.com/search?q=PLoS+Pathogens+aims+scope+instructions+for+authors+APC
46,2-Q1且IF小于10,5,BMC Womens Health,BMC WOMENS HEALTH,,1472-6874,3.3,3.7,Q1,29/143,Q1,Q1,1.11,80.1,618.0,13555.0,"OBSTETRICS & GYNECOLOGY; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","OBSTETRICS & GYNECOLOGY(JIF Q1/JCI Q1) | PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q2/JCI Q1)",BMC,BMC,是,SCIE; SSCI,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=BMC+Womens+Health+aims+scope+instructions+for+authors+APC
47,2-Q1且IF小于10,5,BMC MEDICAL IMAGING,BMC MED IMAGING,1471-2342,1471-2342,3.9,3.9,Q1,46/217,Q1,Q1,1.15,79.0,562.0,5892.0,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(JIF Q1/JCI Q1)",BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=BMC+MEDICAL+IMAGING+aims+scope+instructions+for+authors+APC
48,2-Q1且IF小于10,5,Stem Cell Research & Therapy,STEM CELL RES THER,,1757-6512,7.8,8.4,Q1,4/32,Q1,Q1,1.3,89.1,557.0,31355.0,"CELL & TISSUE ENGINEERING; CELL BIOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL","CELL & TISSUE ENGINEERING(JIF Q1/JCI Q1) | CELL BIOLOGY(JIF Q1/JCI Q1) | MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q1/JCI Q1)",BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=Stem+Cell+Research+&+Therapy+aims+scope+instructions+for+authors+APC
